TAXON,GENUS,SPECIES,RANK,INFRASPECIFIC,ECO_NAME
Rubus idaeus subsp. strigosus,Rubus,Rubus idaeus,subsp.,strigosus,Western Taiga Shield
Rubus chamaemorus,Rubus,Rubus chamaemorus,,,Yukon Plateau And Flats
Shepherdia canadensis,Shepherdia,Shepherdia canadensis,,,Northern Appalachian / Acadian
Sorbus sitchensis,Sorbus,Sorbus sitchensis,,,Pacific Northwest Coast
Sorbus sitchensis,Sorbus,Sorbus sitchensis,,,Okanagan
Salix exigua,Salix,Salix exigua,,,Great Lakes
Rubus idaeus,Rubus,Rubus idaeus,,,Taiga Plains
Rubus idaeus subsp. strigosus,Rubus,Rubus idaeus,subsp.,strigosus,Okanagan
Typha latifolia,Typha,Typha latifolia,,,Montane Cordillera
Schizachyrium scoparium,Schizachyrium,Schizachyrium scoparium,,,Northern Great Plains Steppe
Sorbus scopulina,Sorbus,Sorbus scopulina,,,Okanagan
Sium suave,Sium,Sium suave,,,Superior Mixed Forest
Schizachyrium scoparium,Schizachyrium,Schizachyrium scoparium,,,St. Lawrence - Champlain Valley
Salix sitchensis,Salix,Salix sitchensis,,,Okanagan
Sambucus canadensis,Sambucus,Sambucus canadensis,,,Boreal Shield
Shepherdia canadensis,Shepherdia,Shepherdia canadensis,,,Fescue-Mixed Grass Prairie
Urtica dioica,Urtica,Urtica dioica,,,Boreal Shield
Sorbus scopulina,Sorbus,Sorbus scopulina,,,Boreal Cordillera
Salix exigua,Salix,Salix exigua,,,Canadian Rocky Mountains
Shepherdia canadensis,Shepherdia,Shepherdia canadensis,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Thuja plicata,Thuja,Thuja plicata,,,Montane Cordillera
Typha latifolia,Typha,Typha latifolia,,,Canadian Rocky Mountains
Sorbus americana,Sorbus,Sorbus americana,,,St. Lawrence - Champlain Valley
Shepherdia canadensis,Shepherdia,Shepherdia canadensis,,,Yukon Plateau And Flats
Sagittaria latifolia,Sagittaria,Sagittaria latifolia,,,Northern Tallgrass Prairie
Sambucus racemosa,Sambucus,Sambucus racemosa,,,Boreal Plains
Urtica dioica,Urtica,Urtica dioica,,,Northern Great Plains Steppe
Sium suave,Sium,Sium suave,,,Western Taiga Shield
Ulmus thomasii,Ulmus,Ulmus thomasii,,,St. Lawrence - Champlain Valley
Salix reticulata,Salix,Salix reticulata,,,Montane Cordillera
Rubus idaeus subsp. strigosus,Rubus,Rubus idaeus,subsp.,strigosus,St. Lawrence - Champlain Valley
Tsuga mertensiana,Tsuga,Tsuga mertensiana,,,Montane Cordillera
Silphium perfoliatum,Silphium,Silphium perfoliatum,,,Superior Mixed Forest
Rumex occidentalis,Rumex,Rumex occidentalis,,,Western Taiga Shield
Salix scouleriana,Salix,Salix scouleriana,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Sanicula marilandica,Sanicula,Sanicula marilandica,,,Aspen Parkland
Ulmus americana,Ulmus,Ulmus americana,,,Fescue-Mixed Grass Prairie
Shepherdia canadensis,Shepherdia,Shepherdia canadensis,,,Eastern Taiga Shield
Triglochin maritima,Triglochin,Triglochin maritima,,,Eastern Taiga Shield
Sanicula marilandica,Sanicula,Sanicula marilandica,,,St. Lawrence - Champlain Valley
Rubus chamaemorus,Rubus,Rubus chamaemorus,,,Alaska-Yukon Arctic
Salix arctica,Salix,Salix arctica,,,Pacific Northwest Coast
Salix sitchensis,Salix,Salix sitchensis,,,Pacific Northwest Coast
Sium suave,Sium,Sium suave,,,North Cascades
Schoenoplectus acutus,Schoenoplectus,Schoenoplectus acutus,,,Boreal Shield
Ulmus thomasii,Ulmus,Ulmus thomasii,,,Boreal Shield
Rubus idaeus,Rubus,Rubus idaeus,,,Boreal Cordillera
Trifolium willdenovii,Trifolium,Trifolium willdenovii,,,North Cascades
Sorbus scopulina,Sorbus,Sorbus scopulina,,,Canadian Rocky Mountains
Shepherdia canadensis,Shepherdia,Shepherdia canadensis,,,Pacific Northwest Coast
Sium suave,Sium,Sium suave,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Salix planifolia,Salix,Salix planifolia,,,Hudson Plains
Rubus leucodermis,Rubus,Rubus leucodermis,,,Canadian Rocky Mountains
Schoenoplectus acutus,Schoenoplectus,Schoenoplectus acutus,,,Boreal Plains
Salix lucida,Salix,Salix lucida,,,Pacific Northwest Coast
Typha latifolia,Typha,Typha latifolia,,,Pacific Northwest Coast
Taxus canadensis,Taxus,Taxus canadensis,,,Northern Tallgrass Prairie
Schoenoplectus acutus,Schoenoplectus,Schoenoplectus acutus,,,Aspen Parkland
Triglochin maritima,Triglochin,Triglochin maritima,,,Canadian Rocky Mountains
Typha latifolia,Typha,Typha latifolia,,,Yukon Plateau And Flats
Rumex occidentalis,Rumex,Rumex occidentalis,,,Taiga Cordillera
Sium suave,Sium,Sium suave,,,Taiga Plains
Rubus nivalis,Rubus,Rubus nivalis,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Triglochin maritima,Triglochin,Triglochin maritima,,,Boreal Cordillera
Sambucus racemosa,Sambucus,Sambucus racemosa,,,St. Lawrence - Champlain Valley
Sambucus caerulea,Sambucus,Sambucus caerulea,,,North Cascades
Sorbus decora,Sorbus,Sorbus decora,,,St. Lawrence - Champlain Valley
Rubus chamaemorus,Rubus,Rubus chamaemorus,,,Boreal Shield
Vaccinium angustifolium,Vaccinium,Vaccinium angustifolium,,,Northern Tallgrass Prairie
Thuja occidentalis,Thuja,Thuja occidentalis,,,Fescue-Mixed Grass Prairie
Salix scouleriana,Salix,Salix scouleriana,,,Pacific Northwest Coast
Typha latifolia,Typha,Typha latifolia,,,Superior Mixed Forest
Silphium integrifolium,Silphium,Silphium integrifolium,,,Great Lakes
Salix arctica,Salix,Salix arctica,,,Eastern Taiga Shield
Salix reticulata,Salix,Salix reticulata,,,Hudson Plains
Rubus idaeus subsp. strigosus,Rubus,Rubus idaeus,subsp.,strigosus,Great Lakes
Salix scouleriana,Salix,Salix scouleriana,,,Montane Cordillera
Rubus idaeus,Rubus,Rubus idaeus,,,North Cascades
Sambucus caerulea,Sambucus,Sambucus caerulea,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Rubus chamaemorus,Rubus,Rubus chamaemorus,,,Southern Arctic
Sedum oreganum,Sedum,Sedum oreganum,,,S.E. Alaska - B.C. Coastal Forest And Mountains
Sanicula marilandica,Sanicula,Sanicula marilandica,,,Superior Mixed Forest
Salix reticulata,Salix,Salix reticulata,,,Alaska Range
Salix reticulata,Salix,Salix reticulata,,,Boreal Shield
Salix arctica,Salix,Salix arctica,,,Boreal Cordillera
Symphoricarpos albus,Symphoricarpos,Symphoricarpos albus,,,Northern Tallgrass Prairie
Typha latifolia,Typha,Typha latifolia,,,Eastern Taiga Shield
Salix arctica,Salix,Salix arctica,,,Northern Arctic
Rubus pedatus,Rubus,Rubus pedatus,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Rubus nivalis,Rubus,Rubus nivalis,,,Pacific Northwest Coast
Sorbus sitchensis var. sitchensis,Sorbus,Sorbus sitchensis,var.,sitchensis,Okanagan
Silphium perfoliatum,Silphium,Silphium perfoliatum,,,Northern Appalachian / Acadian
Rubus spectabilis,Rubus,Rubus spectabilis,,,Montane Cordillera
Schizachyrium scoparium,Schizachyrium,Schizachyrium scoparium,,,Boreal Plains
Rubus chamaemorus,Rubus,Rubus chamaemorus,,,Taiga Cordillera
Rubus chamaemorus,Rubus,Rubus chamaemorus,,,Western Taiga Shield
Triglochin maritima,Triglochin,Triglochin maritima,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Typha latifolia,Typha,Typha latifolia,,,Western Taiga Shield
Sorbus scopulina,Sorbus,Sorbus scopulina,,,Montane Cordillera
Sagittaria latifolia,Sagittaria,Sagittaria latifolia,,,Northern Great Plains Steppe
Sorbus decora,Sorbus,Sorbus decora,,,Superior Mixed Forest
Sambucus racemosa,Sambucus,Sambucus racemosa,,,Fescue-Mixed Grass Prairie
Rubus chamaemorus,Rubus,Rubus chamaemorus,,,Taiga Plains
Rubus idaeus,Rubus,Rubus idaeus,,,Northern Great Plains Steppe
Salix scouleriana,Salix,Salix scouleriana,,,Taiga Cordillera
Rubus chamaemorus,Rubus,Rubus chamaemorus,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Salix lucida,Salix,Salix lucida,,,Okanagan
Schoenoplectus acutus,Schoenoplectus,Schoenoplectus acutus,,,Okanagan
Ulmus americana,Ulmus,Ulmus americana,,,Aspen Parkland
Shepherdia argentea,Shepherdia,Shepherdia argentea,,,Superior Mixed Forest
Tilia americana,Tilia,Tilia americana,,,Aspen Parkland
Schoenoplectus acutus,Schoenoplectus,Schoenoplectus acutus,,,St. Lawrence - Champlain Valley
Urtica dioica,Urtica,Urtica dioica,,,Boreal Cordillera
Salix scouleriana,Salix,Salix scouleriana,,,Boreal Cordillera
Rubus occidentalis,Rubus,Rubus occidentalis,,,Northern Appalachian / Acadian
Rubus chamaemorus,Rubus,Rubus chamaemorus,,,Great Lakes
Rubus chamaemorus,Rubus,Rubus chamaemorus,,,Northern Arctic
Rubus chamaemorus,Rubus,Rubus chamaemorus,,,Pacific Northwest Coast
Sambucus racemosa,Sambucus,Sambucus racemosa,,,Superior Mixed Forest
Trifolium depauperatum,Trifolium,Trifolium depauperatum,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Salix reticulata,Salix,Salix reticulata,,,Taiga Cordillera
Trifolium cyathiferum,Trifolium,Trifolium cyathiferum,,,Pacific Northwest Coast
Symphoricarpos albus var. albus,Symphoricarpos,Symphoricarpos albus,var.,albus,Great Lakes
Sanicula marilandica,Sanicula,Sanicula marilandica,,,Northern Appalachian / Acadian
Rubus idaeus subsp. strigosus,Rubus,Rubus idaeus,subsp.,strigosus,Taiga Cordillera
Salix pulchra,Salix,Salix pulchra,,,Taiga Cordillera
Rumex occidentalis,Rumex,Rumex occidentalis,,,North Cascades
Salix scouleriana,Salix,Salix scouleriana,,,Yukon Plateau And Flats
Rubus flagellaris,Rubus,Rubus flagellaris,,,Great Lakes
Salix lucida,Salix,Salix lucida,,,Yukon Plateau And Flats
Rubus occidentalis,Rubus,Rubus occidentalis,,,Boreal Shield
Rubus idaeus subsp. strigosus,Rubus,Rubus idaeus,subsp.,strigosus,Yukon Plateau And Flats
Sagittaria latifolia,Sagittaria,Sagittaria latifolia,,,Fescue-Mixed Grass Prairie
Salix lucida,Salix,Salix lucida,,,North Cascades
Triglochin maritima,Triglochin,Triglochin maritima,,,Taiga Plains
Rumex occidentalis,Rumex,Rumex occidentalis,,,Yukon Plateau And Flats
Trifolium wormskioldii,Trifolium,Trifolium wormskioldii,,,North Cascades
Typha latifolia,Typha,Typha latifolia,,,North Cascades
Salix planifolia,Salix,Salix planifolia,,,Boreal Shield
Sanicula marilandica,Sanicula,Sanicula marilandica,,,Boreal Shield
Salix planifolia,Salix,Salix planifolia,,,Boreal Cordillera
Sanicula marilandica,Sanicula,Sanicula marilandica,,,Fescue-Mixed Grass Prairie
Triglochin maritima,Triglochin,Triglochin maritima,,,Hudson Plains
Symphoricarpos albus var. albus,Symphoricarpos,Symphoricarpos albus,var.,albus,Boreal Shield
Sagittaria latifolia,Sagittaria,Sagittaria latifolia,,,Aspen Parkland
Salix reticulata,Salix,Salix reticulata,,,Northern Arctic
Rubus pensilvanicus,Rubus,Rubus pensilvanicus,,,Northern Appalachian / Acadian
Salix pulchra,Salix,Salix pulchra,,,Yukon Plateau And Flats
Salix reticulata,Salix,Salix reticulata,,,Yukon Plateau And Flats
Sorbus decora,Sorbus,Sorbus decora,,,Hudson Plains
Salix arctica,Salix,Salix arctica,,,Yukon Plateau And Flats
Salix scouleriana,Salix,Salix scouleriana,,,Western Taiga Shield
Sanicula marilandica,Sanicula,Sanicula marilandica,,,Canadian Rocky Mountains
Shepherdia canadensis,Shepherdia,Shepherdia canadensis,,,Northern Great Plains Steppe
Salix arctica,Salix,Salix arctica,,,Taiga Cordillera
Rubus idaeus subsp. strigosus,Rubus,Rubus idaeus,subsp.,strigosus,Boreal Cordillera
Salix barclayi,Salix,Salix barclayi,,,Boreal Cordillera
Trifolium variegatum,Trifolium,Trifolium variegatum,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Tilia americana,Tilia,Tilia americana,,,Superior Mixed Forest
Trifolium willdenovii,Trifolium,Trifolium willdenovii,,,Pacific Northwest Coast
Shepherdia argentea,Shepherdia,Shepherdia argentea,,,Boreal Plains
Rubus flagellaris,Rubus,Rubus flagellaris,,,St. Lawrence - Champlain Valley
Sambucus racemosa,Sambucus,Sambucus racemosa,,,Northern Tallgrass Prairie
Salix scouleriana,Salix,Salix scouleriana,,,North Cascades
Rubus flagellaris,Rubus,Rubus flagellaris,,,Boreal Shield
Sorbus sitchensis var. sitchensis,Sorbus,Sorbus sitchensis,var.,sitchensis,North Cascades
Rubus chamaemorus,Rubus,Rubus chamaemorus,,,St. Lawrence - Champlain Valley
Rubus chamaemorus,Rubus,Rubus chamaemorus,,,Aspen Parkland
Salix exigua,Salix,Salix exigua,,,St. Lawrence - Champlain Valley
Ulmus americana,Ulmus,Ulmus americana,,,Superior Mixed Forest
Typha latifolia,Typha,Typha latifolia,,,Boreal Cordillera
Rubus pedatus,Rubus,Rubus pedatus,,,Boreal Plains
Rubus idaeus subsp. strigosus,Rubus,Rubus idaeus,subsp.,strigosus,Hudson Plains
Triglochin maritima,Triglochin,Triglochin maritima,,,S.E. Alaska - B.C. Coastal Forest And Mountains
Urtica dioica,Urtica,Urtica dioica,,,Taiga Plains
Shepherdia canadensis,Shepherdia,Shepherdia canadensis,,,Alaska Range
Schoenoplectus acutus,Schoenoplectus,Schoenoplectus acutus,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Trifolium microdon,Trifolium,Trifolium microdon,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Trifolium microcephalum,Trifolium,Trifolium microcephalum,,,Pacific Northwest Coast
Rumex occidentalis,Rumex,Rumex occidentalis,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Rubus spectabilis,Rubus,Rubus spectabilis,,,Okanagan
Triglochin maritima,Triglochin,Triglochin maritima,,,Fescue-Mixed Grass Prairie
Sedum spathulifolium,Sedum,Sedum spathulifolium,,,North Cascades
Rubus idaeus,Rubus,Rubus idaeus,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Shepherdia canadensis,Shepherdia,Shepherdia canadensis,,,Alaska-Yukon Arctic
Rubus chamaemorus,Rubus,Rubus chamaemorus,,,Superior Mixed Forest
Rubus nutkanus,Rubus,Rubus nutkanus,,,Canadian Rocky Mountains
Schizachyrium scoparium,Schizachyrium,Schizachyrium scoparium,,,Northern Appalachian / Acadian
Triglochin maritima,Triglochin,Triglochin maritima,,,Northern Tallgrass Prairie
Rubus canadensis,Rubus,Rubus canadensis,,,Boreal Shield
Rubus chamaemorus,Rubus,Rubus chamaemorus,,,Eastern Taiga Shield
Salix pulchra,Salix,Salix pulchra,,,Southern Arctic
Trifolium wormskioldii,Trifolium,Trifolium wormskioldii,,,S.E. Alaska - B.C. Coastal Forest And Mountains
Schizachyrium scoparium,Schizachyrium,Schizachyrium scoparium,,,Superior Mixed Forest
Taxus canadensis,Taxus,Taxus canadensis,,,Boreal Plains
Triglochin maritima,Triglochin,Triglochin maritima,,,Superior Mixed Forest
Schoenoplectus acutus,Schoenoplectus,Schoenoplectus acutus,,,Northern Appalachian / Acadian
Symphoricarpos albus,Symphoricarpos,Symphoricarpos albus,,,S.E. Alaska - B.C. Coastal Forest And Mountains
Sium suave,Sium,Sium suave,,,Pacific Northwest Coast
Schoenoplectus acutus var. acutus,Schoenoplectus,Schoenoplectus acutus,var.,acutus,Northern Appalachian / Acadian
Sagittaria latifolia,Sagittaria,Sagittaria latifolia,,,Boreal Plains
Salix arctica,Salix,Salix arctica,,,Okanagan
Triglochin maritima,Triglochin,Triglochin maritima,,,St. Lawrence - Champlain Valley
Sedum spathulifolium,Sedum,Sedum spathulifolium,,,Okanagan
Salix planifolia,Salix,Salix planifolia,,,Great Lakes
Sorbus scopulina,Sorbus,Sorbus scopulina,,,North Cascades
Sium suave,Sium,Sium suave,,,Canadian Rocky Mountains
Salix arctophila,Salix,Salix arctophila,,,Hudson Plains
Rubus canadensis,Rubus,Rubus canadensis,,,St. Lawrence - Champlain Valley
Sium suave,Sium,Sium suave,,,Okanagan
Sium suave,Sium,Sium suave,,,Northern Tallgrass Prairie
Salix pulchra,Salix,Salix pulchra,,,Boreal Cordillera
Salix arctophila,Salix,Salix arctophila,,,Boreal Shield
Salix arctica,Salix,Salix arctica,,,Boreal Shield
Salix pulchra,Salix,Salix pulchra,,,Alaska-Yukon Arctic
Salix arctica,Salix,Salix arctica,,,Alaska Range
Salix scouleriana,Salix,Salix scouleriana,,,Canadian Rocky Mountains
Rubus chamaemorus,Rubus,Rubus chamaemorus,,,Canadian Rocky Mountains
Sium suave,Sium,Sium suave,,,Hudson Plains
Trifolium oliganthum,Trifolium,Trifolium oliganthum,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Sorbus sitchensis,Sorbus,Sorbus sitchensis,,,Montane Cordillera
Trifolium microdon,Trifolium,Trifolium microdon,,,Pacific Northwest Coast
Rubus nivalis,Rubus,Rubus nivalis,,,North Cascades
Salix arctica,Salix,Salix arctica,,,Arctic Cordillera
Rubus chamaemorus,Rubus,Rubus chamaemorus,,,North Cascades
Salix planifolia,Salix,Salix planifolia,,,Boreal Plains
Sedum divergens,Sedum,Sedum divergens,,,Canadian Rocky Mountains
Rumex occidentalis,Rumex,Rumex occidentalis,,,Hudson Plains
Rubus canadensis,Rubus,Rubus canadensis,,,Great Lakes
Symphoricarpos albus var. laevigatus,Symphoricarpos,Symphoricarpos albus,var.,laevigatus,Great Lakes
Salix arctophila,Salix,Salix arctophila,,,Northern Arctic
Schoenoplectus acutus,Schoenoplectus,Schoenoplectus acutus,,,North Cascades
Sorbus sitchensis var. grayi,Sorbus,Sorbus sitchensis,var.,grayi,North Cascades
Rubus lasiococcus,Rubus,Rubus lasiococcus,,,Okanagan
Salix reticulata,Salix,Salix reticulata,,,Arctic Cordillera
Rubus idaeus subsp. strigosus,Rubus,Rubus idaeus,subsp.,strigosus,North Cascades
Symphoricarpos albus var. albus,Symphoricarpos,Symphoricarpos albus,var.,albus,Okanagan
Salix arctica,Salix,Salix arctica,,,Hudson Plains
Sagittaria latifolia,Sagittaria,Sagittaria latifolia,,,North Cascades
Rubus pensilvanicus,Rubus,Rubus pensilvanicus,,,Boreal Shield
Salix exigua,Salix,Salix exigua,,,Fescue-Mixed Grass Prairie
Ulmus americana,Ulmus,Ulmus americana,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Spiraea douglasii,Spiraea,Spiraea douglasii,,,St. Lawrence - Champlain Valley
Symphoricarpos albus,Symphoricarpos,Symphoricarpos albus,,,Northern Great Plains Steppe
Silphium perfoliatum,Silphium,Silphium perfoliatum,,,Boreal Shield
Tradescantia virginiana,Tradescantia,Tradescantia virginiana,,,St. Lawrence - Champlain Valley
Rubus pensilvanicus,Rubus,Rubus pensilvanicus,,,Great Lakes
Schoenoplectus acutus,Schoenoplectus,Schoenoplectus acutus,,,Northern Great Plains Steppe
Rubus idaeus subsp. strigosus,Rubus,Rubus idaeus,subsp.,strigosus,Northern Great Plains Steppe
Rubus idaeus subsp. strigosus,Rubus,Rubus idaeus,subsp.,strigosus,Taiga Plains
Sanicula marilandica,Sanicula,Sanicula marilandica,,,Okanagan
Sambucus caerulea,Sambucus,Sambucus caerulea,,,Pacific Northwest Coast
Sorbus scopulina,Sorbus,Sorbus scopulina,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Schoenoplectus acutus var. occidentalis,Schoenoplectus,Schoenoplectus acutus,var.,occidentalis,Okanagan
Salix exigua,Salix,Salix exigua,,,Aspen Parkland
Rubus idaeus subsp. strigosus,Rubus,Rubus idaeus,subsp.,strigosus,Fescue-Mixed Grass Prairie
Sium suave,Sium,Sium suave,,,Fescue-Mixed Grass Prairie
Rubus ursinus,Rubus,Rubus ursinus,,,Canadian Rocky Mountains
Triglochin maritima,Triglochin,Triglochin maritima,,,North Cascades
Sambucus racemosa,Sambucus,Sambucus racemosa,,,Northern Great Plains Steppe
Ulmus rubra,Ulmus,Ulmus rubra,,,Superior Mixed Forest
Salix reticulata,Salix,Salix reticulata,,,Eastern Taiga Shield
Salix scouleriana,Salix,Salix scouleriana,,,Taiga Plains
Sorbus sitchensis,Sorbus,Sorbus sitchensis,,,S.E. Alaska - B.C. Coastal Forest And Mountains
Rumex occidentalis,Rumex,Rumex occidentalis,,,Aspen Parkland
Salix exigua,Salix,Salix exigua,,,Montane Cordillera
Triglochin maritima,Triglochin,Triglochin maritima,,,Northern Great Plains Steppe
Schoenoplectus acutus var. acutus,Schoenoplectus,Schoenoplectus acutus,var.,acutus,Great Lakes
Salix reticulata,Salix,Salix reticulata,,,Taiga Plains
Ulmus rubra,Ulmus,Ulmus rubra,,,Northern Appalachian / Acadian
Rubus idaeus,Rubus,Rubus idaeus,,,S.E. Alaska - B.C. Coastal Forest And Mountains
Triglochin maritima,Triglochin,Triglochin maritima,,,Okanagan
Schoenoplectus acutus,Schoenoplectus,Schoenoplectus acutus,,,Northern Tallgrass Prairie
Trifolium microcephalum,Trifolium,Trifolium microcephalum,,,North Cascades
Sanicula marilandica,Sanicula,Sanicula marilandica,,,Northern Great Plains Steppe
Ulmus americana,Ulmus,Ulmus americana,,,Northern Great Plains Steppe
Rubus nivalis,Rubus,Rubus nivalis,,,Canadian Rocky Mountains
Salix sitchensis,Salix,Salix sitchensis,,,S.E. Alaska - B.C. Coastal Forest And Mountains
Trifolium variegatum,Trifolium,Trifolium variegatum,,,North Cascades
Rubus chamaemorus,Rubus,Rubus chamaemorus,,,Montane Cordillera
Salix planifolia,Salix,Salix planifolia,,,Eastern Taiga Shield
Sanicula marilandica,Sanicula,Sanicula marilandica,,,S.E. Alaska - B.C. Coastal Forest And Mountains
Sanicula marilandica,Sanicula,Sanicula marilandica,,,Boreal Cordillera
Trifolium depauperatum var. depauperatum,Trifolium,Trifolium depauperatum,var.,depauperatum,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Schizachyrium scoparium,Schizachyrium,Schizachyrium scoparium,,,Canadian Rocky Mountains
Salix arctophila,Salix,Salix arctophila,,,Southern Arctic
Schoenoplectus acutus,Schoenoplectus,Schoenoplectus acutus,,,Canadian Rocky Mountains
Salix planifolia,Salix,Salix planifolia,,,Southern Arctic
Salix arctophila,Salix,Salix arctophila,,,Eastern Taiga Shield
Salix arctophila,Salix,Salix arctophila,,,Arctic Cordillera
Salix planifolia,Salix,Salix planifolia,,,Northern Arctic
Salix planifolia,Salix,Salix planifolia,,,Arctic Cordillera
Rumex occidentalis,Rumex,Rumex occidentalis,,,Fescue-Mixed Grass Prairie
Triglochin maritima,Triglochin,Triglochin maritima,,,Montane Cordillera
Salix lucida,Salix,Salix lucida,,,Boreal Cordillera
Trifolium cyathiferum,Trifolium,Trifolium cyathiferum,,,Yukon Plateau And Flats
Salix lucida,Salix,Salix lucida,,,Montane Cordillera
Sorbus sitchensis var. grayi,Sorbus,Sorbus sitchensis,var.,grayi,Okanagan
Salix planifolia,Salix,Salix planifolia,,,Montane Cordillera
Sorbus americana,Sorbus,Sorbus americana,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Rubus idaeus,Rubus,Rubus idaeus,,,Taiga Cordillera
Rubus idaeus,Rubus,Rubus idaeus,,,Eastern Taiga Shield
Rubus nutkanus,Rubus,Rubus nutkanus,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Sorbus decora,Sorbus,Sorbus decora,,,Eastern Taiga Shield
Thuja occidentalis,Thuja,Thuja occidentalis,,,Boreal Plains
Sambucus racemosa,Sambucus,Sambucus racemosa,,,Boreal Cordillera
Salix arctica,Salix,Salix arctica,,,Alaska-Yukon Arctic
Salix barclayi,Salix,Salix barclayi,,,Canadian Rocky Mountains
Salix reticulata,Salix,Salix reticulata,,,Alaska-Yukon Arctic
Sagittaria latifolia,Sagittaria,Sagittaria latifolia,,,Western Taiga Shield
Salix planifolia,Salix,Salix planifolia,,,Yukon Plateau And Flats
Salix planifolia,Salix,Salix planifolia,,,Canadian Rocky Mountains
Salix planifolia,Salix,Salix planifolia,,,Taiga Plains
Salix richardsonii,Salix,Salix richardsonii,,,Southern Arctic
Salix richardsonii,Salix,Salix richardsonii,,,Taiga Cordillera
Salix scouleriana,Salix,Salix scouleriana,,,Southern Arctic
Salix richardsonii,Salix,Salix richardsonii,,,Taiga Plains
Salix reticulata,Salix,Salix reticulata,,,Okanagan
Salix richardsonii,Salix,Salix richardsonii,,,Northern Arctic
Symphoricarpos albus var. laevigatus,Symphoricarpos,Symphoricarpos albus,var.,laevigatus,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Salix planifolia,Salix,Salix planifolia,,,Taiga Cordillera
Salix planifolia,Salix,Salix planifolia,,,Alaska-Yukon Arctic
Salix lucida,Salix,Salix lucida,,,Boreal Plains
Salix lucida,Salix,Salix lucida,,,Taiga Plains
Salix barclayi,Salix,Salix barclayi,,,Taiga Cordillera
Rubus flagellaris,Rubus,Rubus flagellaris,,,Northern Appalachian / Acadian
Rumex occidentalis,Rumex,Rumex occidentalis,,,Boreal Shield
Shepherdia canadensis,Shepherdia,Shepherdia canadensis,,,Southern Arctic
Salix exigua,Salix,Salix exigua,,,Northern Appalachian / Acadian
Rubus odoratus,Rubus,Rubus odoratus,,,Eastern Taiga Shield
Sorbus scopulina,Sorbus,Sorbus scopulina,,,Alaska Range
Rubus idaeus subsp. strigosus,Rubus,Rubus idaeus,subsp.,strigosus,Montane Cordillera
Salix arctica,Salix,Salix arctica,,,S.E. Alaska - B.C. Coastal Forest And Mountains
Sorbus scopulina,Sorbus,Sorbus scopulina,,,S.E. Alaska - B.C. Coastal Forest And Mountains
Symphoricarpos albus var. albus,Symphoricarpos,Symphoricarpos albus,var.,albus,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Symphoricarpos albus var. albus,Symphoricarpos,Symphoricarpos albus,var.,albus,Pacific Northwest Coast
Schoenoplectus acutus,Schoenoplectus,Schoenoplectus acutus,,,Western Taiga Shield
Salix pulchra,Salix,Salix pulchra,,,Northern Arctic
Rubus nutkanus,Rubus,Rubus nutkanus,,,North Cascades
Schoenoplectus acutus,Schoenoplectus,Schoenoplectus acutus,,,Pacific Northwest Coast
Rubus nutkanus,Rubus,Rubus nutkanus,,,S.E. Alaska - B.C. Coastal Forest And Mountains
Salix lucida,Salix,Salix lucida,,,Canadian Rocky Mountains
Schoenoplectus acutus var. acutus,Schoenoplectus,Schoenoplectus acutus,var.,acutus,Okanagan
Symphoricarpos albus var. laevigatus,Symphoricarpos,Symphoricarpos albus,var.,laevigatus,Canadian Rocky Mountains
Salix sitchensis,Salix,Salix sitchensis,,,Montane Cordillera
Salix barclayi,Salix,Salix barclayi,,,Montane Cordillera
Spiraea douglasii var. menziesii,Spiraea,Spiraea douglasii,var.,menziesii,Yukon Plateau And Flats
Rubus nutkanus,Rubus,Rubus nutkanus,,,Okanagan
Rubus nutkanus,Rubus,Rubus nutkanus,,,Montane Cordillera
Schoenoplectus acutus var. occidentalis,Schoenoplectus,Schoenoplectus acutus,var.,occidentalis,Montane Cordillera
