"","TAXON","GENUS","SPECIES","RANK","INFRASPECIFC","PRIMARY_ASSOCIATED_CROP_COMMON_NAME","SECONDARY_ASSOCIATED_CROP_COMMON_NAME","FINEST_TAXON_RESOLUTION","CWR","WUS","WUS_NOTES","NATIVE","PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_1","PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_2","SECONDARY_ASSOCIATED_CROP_TYPE_GENERAL","PRIMARY_CROP_OR_WUS_USE_SPECIFIC_1","PRIMARY_CROP_OR_WUS_USE_SPECIFIC_2","PRIMARY_CROP_OR_WUS_USE_SPECIFIC_3","SECONDARY_CROP_OR_WUS_USE_1","CATEGORY","TIER","GENEPOOL","GRAFTSTOCK","ABIOTIC_TRAIT_2","ABIOTIC_TRAIT_3","BIOTIC_TRAIT_1","BIOTIC_TRAIT_2","FERTILITY_TRAIT","AGRONOMIC_TRAIT_1","AGRONOMIC_TRAIT_2","AGRONOMIC_TRAIT_3","PHENOLOGICAL_TRAIT","SOURCE_OF_TAXON","GENEPOOL__GRAFTSTOCK_TRAITS_SOURCE","WUS_SOURCE","TaxonName","AccYear","ItemLocationName","IUCNRedList","IUCNRedListCode","LifeForm","NationalRedListCode","NationalRedList","RegionalRedList","RegionalRedListCode","Locality","MaterialType","AltitudeFrom","AltitudeTo","CoordLatDD","CoordLongDD","CountryName","ItemAccNoRef","ContactNameFull","TaxonNameFull","ItemAccNoFull","Cultivar","AccNoCons","CollNo","DetType","ProvenanceCode","ItemNo","AtrA_Variant","Collector","ItemConsNo","ItemStatusDate","ItemStatusCode","ItemType","AccNoFull","CollName","AccNo","CollNo.1","CollCode","Genus","ItemLocationRef","ItemSpecCount","SpecCount","Genus.1","Species_only","Variant","Subspecies","Rank","Infraspecific","Species"
"950","Rubus idaeus","Rubus","Rubus idaeus",NA,NA,"Blackberry, Raspberry",NA,"N","Y","Y","fruit, shoots, leaves for tea","Y","Food","",NA,"Fruits","","",NA,"1A",1,"Primary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","Rubus idaeus 'Kitsilano'",2001,"Bed to outside of Learning Plaza","","","Shrub","","","","","","plant",NA,NA,NA,NA,"","","Hugh Daubney, Agriculture Canada, UBC Campus, Vancouver, BC, Canada","Rubus idaeus L. 'Kitsilano'","2001-0290.01","'Kitsilano'","35856/0-5433-2001","","","G",1,"","",NA,"2005-09-28","C","Planting","2001-0290","UBC Botanical Garden",290,"","UBC","Rubus","","1","3","Rubus","idaeus","","","","","Rubus idaeus"
"951","Rubus idaeus subsp. strigosus","Rubus","Rubus idaeus","subsp.","strigosus","Blackberry, Raspberry",NA,"Y","Y","Y","fruit, shoots, leaves for tea","Y","Food","",NA,"Fruits","","",NA,"1A",1,"Primary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","Rubus idaeus subsp. strigosus",2015,"Across from Pavilion","","","Shrub","","","Yellow-listed British Columbia","YW","Blowdown Creek FSR, east of Pemberton","seed",NA,NA,50.416413,-122.237062,"Canada","","Mosquin, Daniel Patrick Kenneth","Rubus idaeus L. subsp. strigosus (Michx.) Focke","2015-0462.01","","","DM.2015-019SD","","W",1,"","Mosquin, Daniel",NA,"2019-03-04","O","Planting","2015-0462","UBC Botanical Garden",462,"DM.2015-019SD","UBC","Rubus","","9","","Rubus","idaeus","","strigosus","subsp.","strigosus","Rubus idaeus"
"952","Rubus idaeus subsp. strigosus","Rubus","Rubus idaeus","subsp.","strigosus","Blackberry, Raspberry",NA,"Y","Y","Y","fruit, shoots, leaves for tea","Y","Food","",NA,"Fruits","","",NA,"1A",1,"Primary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","Rubus idaeus subsp. strigosus",2000,"Between upper and middle path, in middle bed of narrowest part of BC Rainforest Garden","","","Shrub","","","Yellow-listed British Columbia","YW","","plant",NA,NA,NA,NA,"","","C.E. Jones Nursery - Defunct Nursery from Vancouver Island, No Address","Rubus idaeus L. subsp. strigosus (Michx.) Focke","2000-0346.01","","35367/0-5480-2000","","","G",1,"","",NA,"2003-07-23","C","Planting","2000-0346","UBC Botanical Garden",346,"","UBC","Rubus","","1","3","Rubus","idaeus","","strigosus","subsp.","strigosus","Rubus idaeus"
"953","Rubus odoratus","Rubus","Rubus odoratus",NA,NA,"Blackberry, Raspberry",NA,"Y","Y","Y","fruit","Y","Food","",NA,"Fruits","","",NA,"1B",1,"Secondary","","","","Disease Resistance (B)","","","High Yield (AG)","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","Rubus odoratus",2018,"Rafinesque","","","Shrub","","","","","Thames Talbot Land Trust Property - Five Points Forest","seed",NA,NA,42.999042,-80.927139,"Canada","","UBC Botanical Garden Field Collections, Vancouver, BC, Canada","Rubus odoratus L.","2018-0758.02","","","bjs.18.04","","W",2,"","Stormes, Ben",NA,"2020-01-23","O","Planting","2018-0758","UBC Botanical Garden",758,"bjs.18.04","UBC","Rubus","","3","","Rubus","odoratus","","","","","Rubus odoratus"
"954","Rubus odoratus","Rubus","Rubus odoratus",NA,NA,"Blackberry, Raspberry",NA,"Y","Y","Y","fruit","Y","Food","",NA,"Fruits","","",NA,"1B",1,"Secondary","","","","Disease Resistance (B)","","","High Yield (AG)","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","Rubus odoratus",2018,"Kalm","","","Shrub","","","","","Thames Talbot Land Trust Property - Five Points Forest","seed",NA,NA,42.999042,-80.927139,"Canada","","UBC Botanical Garden Field Collections, Vancouver, BC, Canada","Rubus odoratus L.","2018-0758.01","","","bjs.18.04","","W",1,"","Stormes, Ben",NA,"2020-02-04","O","Planting","2018-0758","UBC Botanical Garden",758,"bjs.18.04","UBC","Rubus","","3","","Rubus","odoratus","","","","","Rubus odoratus"
"955","Rubus pedatus","Rubus","Rubus pedatus",NA,NA,"Blackberry, Raspberry",NA,"Y","Y","Y","fruit","Y","Food","",NA,"Fruits","","",NA,"1C",1,"Assume distant","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Rubus pedatus",2015,"Immediately ENE of J.K. Henry Lake on north side of fence path","","","Shrub","","","Yellow-listed British Columbia","YW","Skagit River Road, 20.4 km from Hood Hope Road, to spur 6.9 km to junction","plant",NA,NA,49.2175,-121.458611,"Canada","","Tony Maniezzo","Rubus pedatus Sm.","2015-0473.03","","","TM.15-43","","W",3,"","Maniezzo, Tony",NA,"2015-10-19","P","Planting","2015-0473","UBC Botanical Garden",473,"TM.15-43","UBC","Rubus","","1","","Rubus","pedatus","","","","","Rubus pedatus"
"956","Rubus pedatus","Rubus","Rubus pedatus",NA,NA,"Blackberry, Raspberry",NA,"Y","Y","Y","fruit","Y","Food","",NA,"Fruits","","",NA,"1C",1,"Assume distant","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Rubus pedatus",2015,"Immediately ENE of J.K. Henry Lake on north side of fence path","","","Shrub","","","Yellow-listed British Columbia","YW","Kettle Mt., near Princeton","plant",1905,NA,49.30083,-120.837373,"Canada","","Tony Maniezzo","Rubus pedatus Sm.","2015-0359.01","","","TM.15-15","","W",1,"","Maniezzo, Tony",NA,"2015-07-15","P","Planting","2015-0359","UBC Botanical Garden",359,"TM.15-15","UBC","Rubus","","1","","Rubus","pedatus","","","","","Rubus pedatus"
"957","Rubus pedatus","Rubus","Rubus pedatus",NA,NA,"Blackberry, Raspberry",NA,"Y","Y","Y","fruit","Y","Food","",NA,"Fruits","","",NA,"1C",1,"Assume distant","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Rubus pedatus",2015,"Middle central wooded bed","","","Shrub","","","Yellow-listed British Columbia","YW","Skagit River Road, 20.4 km from Hood Hope Road, to spur 6.9 km to junction","plant",NA,NA,49.2175,-121.458611,"Canada","","Tony Maniezzo","Rubus pedatus Sm.","2015-0473.02","","","TM.15-43","","W",2,"","Maniezzo, Tony",NA,"2015-10-19","P","Planting","2015-0473","UBC Botanical Garden",473,"TM.15-43","UBC","Rubus","","1","","Rubus","pedatus","","","","","Rubus pedatus"
"958","Rubus pedatus","Rubus","Rubus pedatus",NA,NA,"Blackberry, Raspberry",NA,"Y","Y","Y","fruit","Y","Food","",NA,"Fruits","","",NA,"1C",1,"Assume distant","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Rubus pedatus",2015,"Rainforest - Southeast most bed adjacent to Ropes Course","","","Shrub","","","Yellow-listed British Columbia","YW","Skagit River Road, 20.4 km from Hood Hope Road, to spur 6.9 km to junction","plant",NA,NA,49.2175,-121.458611,"Canada","","Tony Maniezzo","Rubus pedatus Sm.","2015-0473.01","","","TM.15-43","","W",1,"","Maniezzo, Tony",NA,"2015-10-19","P","Planting","2015-0473","UBC Botanical Garden",473,"TM.15-43","UBC","Rubus","","1","","Rubus","pedatus","","","","","Rubus pedatus"
"959","Rubus pedatus","Rubus","Rubus pedatus",NA,NA,"Blackberry, Raspberry",NA,"Y","Y","Y","fruit","Y","Food","",NA,"Fruits","","",NA,"1C",1,"Assume distant","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Rubus pedatus",2010,"Rock walls plus downslope bed to main path","","","Shrub","","","Yellow-listed British Columbia","YW","","plant",NA,NA,NA,NA,"","","Unknown (no record found)","Rubus pedatus Sm.","2010-0441.01","","40024/0-0075-2010","","","U",1,"","",NA,"2010-08-26","P","Planting","2010-0441","UBC Botanical Garden",441,"","UBC","Rubus","","1","1","Rubus","pedatus","","","","","Rubus pedatus"
"960","Rubus spectabilis","Rubus","Rubus spectabilis",NA,NA,"Blackberry, Raspberry",NA,"Y","Y","Y","fruit, shoots","Y","Food","",NA,"Fruits","","",NA,"1A",1,"Primary","","","","","","","Crop Quality (AG)","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","Rubus spectabilis Double Flowered Group",1994,"J.K. Henry Lake and adjacent paths to middle of path","","","Shrub","","","","","","plant",NA,NA,NA,NA,"","","Jo Bridge, FOG. 1310 W. King Edward, Vancouver, BC V6H 1Z9, Canada","Rubus spectabilis Pursh Double Flowered Group","1994-0015.03","","23812/0-5251-1994","","","G",3,"","",NA,"2019-12-13","O","Planting","1994-0015","UBC Botanical Garden",15,"","UBC","Rubus","","12","18","Rubus","spectabilis","","","","","Rubus spectabilis"
"961","Rubus spectabilis","Rubus","Rubus spectabilis",NA,NA,"Blackberry, Raspberry",NA,"Y","Y","Y","fruit, shoots","Y","Food","",NA,"Fruits","","",NA,"1A",1,"Primary","","","","","","","Crop Quality (AG)","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","Rubus spectabilis",1974,"Southwest (PP Plan #48), Nitobe Memorial Garden","","","Shrub","","","Yellow-listed British Columbia","YW","","plant",NA,NA,NA,NA,"","","Buildings & Grounds (ex Physical Plant), UBC, Vancouver, BC, Canada","Rubus spectabilis Pursh","1974-0366.01","","08801/0-0104-1974","","","G",1,"","",NA,"1974-01-01","P","Planting","1974-0366","UBC Botanical Garden",366,"","UBC","Rubus","","1","1","Rubus","spectabilis","","","","","Rubus spectabilis"
"962","Salix arctica","Salix","Salix arctica",NA,NA,"Willow",NA,"Y","N","Y","leaves","Y","Cultural","Food",NA,"Medicinals","Vegetables","Forest Resources",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Sali arctica",1982,"Bed 3 North America (Alpine Garden)","","","Shrub","","","Yellow-listed British Columbia","YW","60mi.s.,Chetwynd,170(?),BC","plant",NA,NA,NA,NA,"Canada","","Norm Willey, #805-2725 Melfa Rd., Vancouver, BC V6T 1N4, Canada","Salix arctica Pall.","1982-1462.01","","22758/0-5248-1982","","","W",1,"","Willey, Norm",NA,"2019-06-18","O","Planting","1982-1462","UBC Botanical Garden",1462,"","UBC","Salix","Section 1","1","2","Sali","arctica","","","","","Salix arctica"
"963","Salix scouleriana","Salix","Salix scouleriana",NA,NA,"Willow",NA,"Y","N","Y","","Y","Cultural","Forest Resources",NA,"Medicinals","Forest Resources","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Sali scouleriana",1973,"Entrance sign bed, northeast of access road","","","Shrub or Tree","","","Yellow-listed British Columbia","YW","Placid Lake, UBC Forest","unrooted cutting",NA,NA,NA,NA,"Canada","","UBC Botanical Garden Field Collections, Vancouver, BC, Canada","Salix scouleriana Barratt ex Hook.","1973-0634.01","","07566/0-0212-1973","","","W",1,"","",NA,"2018-03-07","O","Planting","1973-0634","UBC Botanical Garden",634,"","UBC","Salix","","1","2","Sali","scouleriana","","","","","Salix scouleriana"
"964","Salix sitchensis","Salix","Salix sitchensis",NA,NA,"Willow",NA,"Y","N","Y","","Y","Cultural","Forest Resources",NA,"Medicinals","Forest Resources","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Sali sitchensis",2010,"Rock wall to area by hairpin turn","","","Shrub","","","Yellow-listed British Columbia","YW","Mt. Tzuhalem","unrooted cutting",NA,NA,NA,NA,"Canada","","UBC Botanical Garden Field Collections, Vancouver, BC, Canada","Salix sitchensis Sanson ex Bong.","2010-0091.02","","39674/0-0212-2010","TAW.09#25","","W",2,"","Wheeler, Tom",NA,"2019-03-04","O","Planting","2010-0091","UBC Botanical Garden",91,"TAW.09#25","UBC","Salix","","1","10","Sali","sitchensis","","","","","Salix sitchensis"
"965","Salix sitchensis","Salix","Salix sitchensis",NA,NA,"Willow",NA,"Y","N","Y","","Y","Cultural","Forest Resources",NA,"Medicinals","Forest Resources","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Sali sitchensis",1971,"Narrow bed along fenceline southeast of pond","","","Shrub","","","Yellow-listed British Columbia","YW","BC interior","unrooted cutting",NA,NA,NA,NA,"Canada","","Dr. Roy Lewis Taylor","Salix sitchensis Sanson ex Bong.","1971-0058.01","","02538/0-0099-1971","RLT.5380","","W",1,"","Taylor, Roy Lewis",NA,"2018-03-07","O","Planting","1971-0058","UBC Botanical Garden",58,"RLT.5380","UBC","Salix","","1","2","Sali","sitchensis","","","","","Salix sitchensis"
"966","Salix sitchensis","Salix","Salix sitchensis",NA,NA,"Willow",NA,"Y","N","Y","","Y","Cultural","Forest Resources",NA,"Medicinals","Forest Resources","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Sali sitchensis",2010,"Rock wall to area by hairpin turn","","","Shrub","","","Yellow-listed British Columbia","YW","Mt. Tzuhalem","unrooted cutting",NA,NA,NA,NA,"Canada","","UBC Botanical Garden Field Collections, Vancouver, BC, Canada","Salix sitchensis Sanson ex Bong.","2010-0091.03","","39674/0-0212-2010","TAW.09#25","","W",3,"","Wheeler, Tom",NA,"2019-03-04","O","Planting","2010-0091","UBC Botanical Garden",91,"TAW.09#25","UBC","Salix","","1","10","Sali","sitchensis","","","","","Salix sitchensis"
"967","Sambucus canadensis","Sambucus","Sambucus canadensis",NA,NA,"Elderberry",NA,"Y","N","Y","fruit","Y","Food","Cultural",NA,"Fruits","Ornamentals","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Sambucus canadensis",2010,"Bannister","","","Shrub","","","","","Woodend Conservation Area","seed",NA,NA,43.151389,-79.154167,"Canada","","Niagara Parks Commission","Sambucus canadensis L.","2010-0404.03","","39987/0-5674-2010","","","W",3,"","",NA,"2019-07-31","O","Planting","2010-0404","UBC Botanical Garden",404,"","UBC","Sambucus","","1","40","Sambucus","canadensis","","","","","Sambucus canadensis"
"968","Sambucus canadensis","Sambucus","Sambucus canadensis",NA,NA,"Elderberry",NA,"Y","N","Y","fruit","Y","Food","Cultural",NA,"Fruits","Ornamentals","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Sambucus canadensis",2006,"Tradescant","","","Shrub","","","","","Bridgetown","seed",30,NA,44.8,-65.3,"Canada","2006-0266.01","c/o CA Forest Service-Atlantic Centre, POB 4000, Fredericton, NB E3B 5P7","Sambucus canadensis L.","2006-0266.02","","38167/0-0694-2006","","","W",2,"","",NA,"2020-02-05","O","Planting","2006-0266","UBC Botanical Garden",266,"","UBC","Sambucus","","1","115","Sambucus","canadensis","","","","","Sambucus canadensis"
"969","Sambucus canadensis","Sambucus","Sambucus canadensis",NA,NA,"Elderberry",NA,"Y","N","Y","fruit","Y","Food","Cultural",NA,"Fruits","Ornamentals","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Sambucus canadensis",2010,"Bannister","","","Shrub","","","","","Woodend Conservation Area","seed",NA,NA,43.151389,-79.154167,"Canada","","Niagara Parks Commission","Sambucus canadensis L.","2010-0404.01","","39987/0-5674-2010","","","W",1,"","",NA,"2019-07-26","O","Planting","2010-0404","UBC Botanical Garden",404,"","UBC","Sambucus","","1","40","Sambucus","canadensis","","","","","Sambucus canadensis"
"970","Sambucus canadensis","Sambucus","Sambucus canadensis",NA,NA,"Elderberry",NA,"Y","N","Y","fruit","Y","Food","Cultural",NA,"Fruits","Ornamentals","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Sambucus canadensis",2006,"Tradescant","","","Shrub","","","","","Bridgetown","seed",30,NA,44.8,-65.3,"Canada","","c/o CA Forest Service-Atlantic Centre, POB 4000, Fredericton, NB E3B 5P7","Sambucus canadensis L.","2006-0266.01","","38167/0-0694-2006","","","W",1,"","",NA,"2020-02-05","O","Planting","2006-0266","UBC Botanical Garden",266,"","UBC","Sambucus","","1","115","Sambucus","canadensis","","","","","Sambucus canadensis"
"971","Sambucus canadensis","Sambucus","Sambucus canadensis",NA,NA,"Elderberry",NA,"Y","N","Y","fruit","Y","Food","Cultural",NA,"Fruits","Ornamentals","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Sambucus canadensis",2006,"Tradescant","","","Shrub","","","","","Bridgetown","seed",30,NA,44.8,-65.3,"Canada","2006-0266.01","c/o CA Forest Service-Atlantic Centre, POB 4000, Fredericton, NB E3B 5P7","Sambucus canadensis L.","2006-0266.03","","38167/0-0694-2006","","","W",3,"","",NA,"2020-02-05","O","Planting","2006-0266","UBC Botanical Garden",266,"","UBC","Sambucus","","1","115","Sambucus","canadensis","","","","","Sambucus canadensis"
"972","Sedum divergens","Sedum","Sedum divergens",NA,NA,"Sedum",NA,"Y","N","Y","","Y","Food","",NA,"Vegetables","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Sedum divergens",2015,"Rock walls plus downslope bed to main path","","","Herbaceous Perennial","","","Yellow-listed British Columbia","YW","Kettle Mt., near Princeton","plant",1910,NA,49.301001,-120.833092,"Canada","","Tony Maniezzo","Sedum divergens S.Watson","2015-0360.01","","","TM.15-08","","W",1,"","Maniezzo, Tony",NA,"2018-03-27","O","Planting","2015-0360","UBC Botanical Garden",360,"TM.15-08","UBC","Sedum","Section 1","many","3","Sedum","divergens","","","","","Sedum divergens"
"973","Sedum oreganum","Sedum","Sedum oreganum",NA,NA,"Sedum",NA,"N","N","Y","","Y","Food","",NA,"Vegetables","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Sedum oreganum",2017,"Rock wall to area by hairpin turn","","","Herbaceous Perennial","","","","","","plant",NA,NA,NA,NA,"","","VanDusen Botanical Garden, Vancouver, BC, Canada","Sedum oreganum Nutt.","2017-0039.01","","","","","G",1,"","",NA,"2017-01-01","P","Planting","2017-0039","UBC Botanical Garden",39,"","UBC","Sedum","","many","many","Sedum","oreganum","","","","","Sedum oreganum"
"974","Sedum spathulifolium","Sedum","Sedum spathulifolium",NA,NA,"Sedum",NA,"N","N","Y","","Y","Cultural","",NA,"Medicinals","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Sedum spathulifolium",2007,"Extensive northwestern bed and lawn","","","Herbaceous Perennial","","","Yellow-listed British Columbia","YW","2 Sidney group islands and Long Harbour, S. Spring Is.","plant",NA,NA,NA,NA,"Canada","","Assoc. Prof. Forestry, UBC, FRBC Chair, Conservation","Sedum spathulifolium Hook.","2007-0099.02","","38459/0-5662-2007","","","W",2,"red leaved selection","Arcese, Peter",NA,"2012-03-13","C","Planting","2007-0099","UBC Botanical Garden",99,"","UBC","Sedum","","10","11","Sedum","spathulifolium","","","","","Sedum spathulifolium"
"975","Sedum spathulifolium","Sedum","Sedum spathulifolium",NA,NA,"Sedum",NA,"N","N","Y","","Y","Cultural","",NA,"Medicinals","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Sedum spathulifolium",2007,"Rock walls plus downslope bed to main path","","","Herbaceous Perennial","","","Yellow-listed British Columbia","YW","2 Sidney group islands and Long Harbour, S. Spring Is.","plant",NA,NA,NA,NA,"Canada","","Assoc. Prof. Forestry, UBC, FRBC Chair, Conservation","Sedum spathulifolium Hook.","2007-0099.01","","38459/0-5662-2007","","","W",1,"red leaved selection","Arcese, Peter",NA,"2018-03-27","O","Planting","2007-0099","UBC Botanical Garden",99,"","UBC","Sedum","Section 1","1","11","Sedum","spathulifolium","","","","","Sedum spathulifolium"
"976","Sedum spathulifolium","Sedum","Sedum spathulifolium",NA,NA,"Sedum",NA,"N","N","Y","","Y","Cultural","",NA,"Medicinals","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Sedum spathulifolium",2018,"Bed 1 Trough Courtyard (Alpine Garden)","","","Herbaceous Perennial","","","Yellow-listed British Columbia","YW","East Sooke","plant",NA,NA,NA,NA,"Canada","","Miscellaneous Contributors, see separate listing","Sedum spathulifolium Hook.","2018-0733.01","","","","","W",1,"red leaved selection","Spriggs, Paul",NA,"2020-04-27","O","Planting","2018-0733","UBC Botanical Garden",733,"","UBC","Sedum","","1","1","Sedum","spathulifolium","","","","","Sedum spathulifolium"
"977","Sedum spathulifolium","Sedum","Sedum spathulifolium",NA,NA,"Sedum",NA,"N","N","Y","","Y","Cultural","",NA,"Medicinals","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Sedum spathulifolium",2006,"Bed 3 Cactus House (Alpine Garden)","","","Herbaceous Perennial","","","Yellow-listed British Columbia","YW","Siskiyou Mts. sw Oregon","seed",NA,NA,NA,NA,"United States of America","","Leach Botanical Garden, 6704 SE 122nd Ave., Portland, OR 97236, USA","Sedum spathulifolium Hook.","2006-0291.01","","38192/0-0518-2006","","","W",1,"","",NA,"2020-09-03","O","Planting","2006-0291","UBC Botanical Garden",291,"","UBC","Sedum","","1","100","Sedum","spathulifolium","","","","","Sedum spathulifolium"
"978","Sedum spathulifolium","Sedum","Sedum spathulifolium",NA,NA,"Sedum",NA,"N","N","Y","","Y","Cultural","",NA,"Medicinals","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Sedum spathulifolium",2018,"Bed 5 North America (Alpine Garden)","","","Herbaceous Perennial","","","Yellow-listed British Columbia","YW","","plant",NA,NA,NA,NA,"","","Unknown (no record found)","Sedum spathulifolium Hook.","2018-0755.01","","","","","U",1,"","",NA,"2018-10-24","O","Planting","2018-0755","UBC Botanical Garden",755,"","UBC","Sedum","","2","2","Sedum","spathulifolium","","","","","Sedum spathulifolium"
"979","Sedum spathulifolium","Sedum","Sedum spathulifolium",NA,NA,"Sedum",NA,"N","N","Y","","Y","Cultural","",NA,"Medicinals","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Sedum spathulifolium",2007,"Along inside of fenceline","","","Herbaceous Perennial","","","Yellow-listed British Columbia","YW","from 2 Sidney group Islands, and Long Harbour, S.Spring","plant",NA,NA,NA,NA,"Canada","","Assoc. Prof. Forestry, UBC, FRBC Chair, Conservation","Sedum spathulifolium Hook.","2007-0098.02","","38458/0-5662-2007","","","W",2,"green-leaved selection","Arcese, Peter",NA,"2012-03-13","C","Planting","2007-0098","UBC Botanical Garden",98,"","UBC","Sedum","","7","8","Sedum","spathulifolium","","","","","Sedum spathulifolium"
"980","Sedum spathulifolium","Sedum","Sedum spathulifolium",NA,NA,"Sedum",NA,"N","N","Y","","Y","Cultural","",NA,"Medicinals","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Sedum spathulifolium",2020,"Bed 3 North America (Alpine Garden)","","","Herbaceous Perennial","","","Yellow-listed British Columbia","YW","","plant",NA,NA,NA,NA,"","","Alpine Garden Club of BC, Vancouver, BC, Canada","Sedum spathulifolium Hook.","2020-0561.01","","","","","G",1,"","",NA,"2020-09-16","P","Planting","2020-0561","UBC Botanical Garden",561,"","UBC","Sedum","Section 1","1","1","Sedum","spathulifolium","","","","","Sedum spathulifolium"
"981","Sedum spathulifolium","Sedum","Sedum spathulifolium",NA,NA,"Sedum",NA,"N","N","Y","","Y","Cultural","",NA,"Medicinals","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Sedum spathulifolium",2007,"Rock walls plus downslope bed to main path","","","Herbaceous Perennial","","","Yellow-listed British Columbia","YW","from 2 Sidney group Islands, and Long Harbour, S.Spring","plant",NA,NA,NA,NA,"Canada","","Assoc. Prof. Forestry, UBC, FRBC Chair, Conservation","Sedum spathulifolium Hook.","2007-0098.01","","38458/0-5662-2007","","","W",1,"green-leaved selection","Arcese, Peter",NA,"2018-03-27","O","Planting","2007-0098","UBC Botanical Garden",98,"","UBC","Sedum","Section 1","1","8","Sedum","spathulifolium","","","","","Sedum spathulifolium"
"982","Shepherdia canadensis","Shepherdia","Shepherdia canadensis",NA,NA,"Buffaloberry",NA,"Y","N","Y","fruit","Y","Food","",NA,"Fruits","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Shepherdia canadensis",2012,"Extensive northwestern bed and lawn","","","Shrub","","","Yellow-listed British Columbia","YW","Friday Mt. FSR, near Princeton","seed",3960,NA,49.29992,-120.58574,"Canada","","Tony Maniezzo","Shepherdia canadensis Nutt.","2012-0380.03","","41548/0-5731-2012","TM.12-28","","W",3,"","Maniezzo, Tony",NA,"2019-03-05","O","Planting","2012-0380","UBC Botanical Garden",380,"TM.12-28","UBC","Shepherdia","","1","35","Shepherdia","canadensis","","","","","Shepherdia canadensis"
"983","Shepherdia canadensis","Shepherdia","Shepherdia canadensis",NA,NA,"Buffaloberry",NA,"Y","N","Y","fruit","Y","Food","",NA,"Fruits","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Shepherdia canadensis",2012,"Extensive northwestern bed and lawn","","","Shrub","","","Yellow-listed British Columbia","YW","Friday Mt. FSR, near Princeton","seed",3960,NA,49.29992,-120.58574,"Canada","","Tony Maniezzo","Shepherdia canadensis Nutt.","2012-0380.06","","41548/0-5731-2012","TM.12-28","","W",6,"","Maniezzo, Tony",NA,"2019-03-05","O","Planting","2012-0380","UBC Botanical Garden",380,"TM.12-28","UBC","Shepherdia","","1","35","Shepherdia","canadensis","","","","","Shepherdia canadensis"
