SPECIES,PROVINCE,PROVENANCE,LOCALITY,latitude,longitude,GARDEN_CODE,INSTITUTION,total_accessions,total_accessions_BG_or_G,PRIMARY_ASSOCIATED_CROP_COMMON_NAME,GENUS,FINEST_TAXON_RESOLUTION,CWR,WUS,WUS_NOTES,NATIVE,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_1,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_2,SECONDARY_ASSOCIATED_CROP_TYPE_GENERAL,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_1,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_2,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_3,SECONDARY_CROP_OR_WUS_USE_1,TIER,GENEPOOL,CATEGORY,GRAFTSTOCK,ABIOTIC_TRAIT_2,ABIOTIC_TRAIT_3,BIOTIC_TRAIT_1,BIOTIC_TRAIT_2,FERTILITY_TRAIT,AGRONOMIC_TRAIT_1,AGRONOMIC_TRAIT_2,AGRONOMIC_TRAIT_3,PHENOLOGICAL_TRAIT,SOURCE_OF_TAXON,GENEPOOL__GRAFTSTOCK_TRAITS_SOURCE,WUS_SOURCE,total_CWRs_in_province,endemic_CWRs_in_province,total_WUS_in_province,endemic_WUS_in_province
Viburnum rafinesqueanum,Ontario,NA,"Sharpe Road, between Morvan & Violet Loyalist Twnshp, Lennox and Addington County",44.247028,-76.841528,3,BG,9,2,Highbush cranberry,Viburnum,Y,Y,Y,fruit,Y,Ornamentals,,NA,Ornamentals,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,137,13,91,5
Viburnum rafinesqueanum,Quebec,NA,NA,NA,NA,NA,NA,NA,NA,Highbush cranberry,Viburnum,Y,Y,Y,fruit,Y,Ornamentals,,NA,Ornamentals,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,112,2,86,2
Vicia americana,Alberta,NA,NA,NA,NA,NA,NA,NA,NA,Vetch,Vicia,N,Y,Y,seeds,Y,Food,,NA,Forage and Feed,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,85,4,60,2
Vicia americana,British Columbia,COLLECTED,NA,52.5,-122,NPGS,G,11,11,Vetch,Vicia,N,Y,Y,seeds,Y,Food,,NA,Forage and Feed,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,138,46,104,36
Vicia americana,British Columbia,NA,NA,49.06629625,-122.6989361,PGRC,G,11,11,Vetch,Vicia,N,Y,Y,seeds,Y,Food,,NA,Forage and Feed,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,138,46,104,36
Vicia americana,Manitoba,NA,NA,49.88949721,-97.35344237,PGRC,G,11,11,Vetch,Vicia,N,Y,Y,seeds,Y,Food,,NA,Forage and Feed,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,73,1,47,1
Vicia americana,Manitoba,NA,NA,49.72639642,-97.30407652,PGRC,G,11,11,Vetch,Vicia,N,Y,Y,seeds,Y,Food,,NA,Forage and Feed,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,73,1,47,1
Vicia americana,Northwest Territories,NA,NA,NA,NA,NA,NA,NA,NA,Vetch,Vicia,N,Y,Y,seeds,Y,Food,,NA,Forage and Feed,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,33,0,24,0
Vicia americana,Ontario,NA,NA,NA,NA,NA,NA,NA,NA,Vetch,Vicia,N,Y,Y,seeds,Y,Food,,NA,Forage and Feed,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,137,13,91,5
Vicia americana,Saskatchewan,NA,NA,NA,NA,NA,NA,NA,NA,Vetch,Vicia,N,Y,Y,seeds,Y,Food,,NA,Forage and Feed,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,60,1,42,0
Vicia americana,Yukon,NA,NA,NA,NA,NA,NA,NA,NA,Vetch,Vicia,N,Y,Y,seeds,Y,Food,,NA,Forage and Feed,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,46,0,33,0
Vicia caroliniana,Ontario,NA,NA,NA,NA,NA,NA,NA,NA,Vetch,Vicia,Y,Y,Y,seeds,Y,Food,,NA,Forage and Feed,,,NA,2,NA,2,,,,,,,,,,,CANADENSYS,,,137,13,91,5
Vicia nigricans,British Columbia,NA,NA,NA,NA,NA,NA,NA,NA,Vetch,Vicia,N,Y,Y,seeds,Y,Food,,NA,Forage and Feed,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,138,46,104,36
Vitis aestivalis,Ontario,W,"Fonthill, Pancake Lane N",43.045611,-79.286372,1,BG,61,13,Grape,Vitis,N,Y,Y,fruit,Y,Food,,NA,Fruits,,,NA,1,Progenitor,1A,Graftstock,,,Disease Resistance (B),Pest Resistance (B),,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,137,13,91,5
Vitis aestivalis,Ontario,W,"Fonthill, Pancake Lane N",43.045611,-79.286372,1,BG,61,13,Grape,Vitis,N,Y,Y,fruit,Y,Food,,NA,Fruits,,,NA,1,Progenitor,1A,Graftstock,,,Disease Resistance (B),Pest Resistance (B),,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,137,13,91,5
Vitis aestivalis,Ontario,W,"Fonthill, Pancake Lane N",43.045611,-79.286372,1,BG,61,13,Grape,Vitis,N,Y,Y,fruit,Y,Food,,NA,Fruits,,,NA,1,Progenitor,1A,Graftstock,,,Disease Resistance (B),Pest Resistance (B),,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,137,13,91,5
Vitis aestivalis,Ontario,W,"Fonthill, Pancake Lane N",43.045611,-79.286372,1,BG,61,13,Grape,Vitis,N,Y,Y,fruit,Y,Food,,NA,Fruits,,,NA,1,Progenitor,1A,Graftstock,,,Disease Resistance (B),Pest Resistance (B),,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,137,13,91,5
Vitis aestivalis,Ontario,W,"Fonthill, Pancake Lane N",43.045611,-79.286372,1,BG,61,13,Grape,Vitis,N,Y,Y,fruit,Y,Food,,NA,Fruits,,,NA,1,Progenitor,1A,Graftstock,,,Disease Resistance (B),Pest Resistance (B),,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,137,13,91,5
Vitis aestivalis,Ontario,W,"Fonthill, Pancake Lane N",43.045611,-79.286372,1,BG,61,13,Grape,Vitis,N,Y,Y,fruit,Y,Food,,NA,Fruits,,,NA,1,Progenitor,1A,Graftstock,,,Disease Resistance (B),Pest Resistance (B),,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,137,13,91,5
Vitis aestivalis,Ontario,W,"Pinery Provincial Park, opposite parking",43.248063,-81.822607,1,BG,61,13,Grape,Vitis,N,Y,Y,fruit,Y,Food,,NA,Fruits,,,NA,1,Progenitor,1A,Graftstock,,,Disease Resistance (B),Pest Resistance (B),,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,137,13,91,5
Vitis aestivalis,Ontario,W,"Fonthill, Pancake Lane N",43.045611,-79.286372,1,BG,61,13,Grape,Vitis,N,Y,Y,fruit,Y,Food,,NA,Fruits,,,NA,1,Progenitor,1A,Graftstock,,,Disease Resistance (B),Pest Resistance (B),,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,137,13,91,5
Vitis aestivalis,Ontario,W,"Fonthill, Pancake Lane N",43.045611,-79.286372,1,BG,61,13,Grape,Vitis,N,Y,Y,fruit,Y,Food,,NA,Fruits,,,NA,1,Progenitor,1A,Graftstock,,,Disease Resistance (B),Pest Resistance (B),,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,137,13,91,5
Vitis aestivalis,Ontario,W,"Fonthill, Pancake Lane N",43.045611,-79.286372,1,BG,61,13,Grape,Vitis,N,Y,Y,fruit,Y,Food,,NA,Fruits,,,NA,1,Progenitor,1A,Graftstock,,,Disease Resistance (B),Pest Resistance (B),,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,137,13,91,5
Vitis aestivalis,Ontario,W,"Pinery Provincial Park, opposite parking",43.248063,-81.822607,1,BG,61,13,Grape,Vitis,N,Y,Y,fruit,Y,Food,,NA,Fruits,,,NA,1,Progenitor,1A,Graftstock,,,Disease Resistance (B),Pest Resistance (B),,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,137,13,91,5
Vitis aestivalis,Ontario,W,"Fonthill, Pancake Lane N",43.045611,-79.286372,1,BG,61,13,Grape,Vitis,N,Y,Y,fruit,Y,Food,,NA,Fruits,,,NA,1,Progenitor,1A,Graftstock,,,Disease Resistance (B),Pest Resistance (B),,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,137,13,91,5
Vitis aestivalis,Quebec,NA,NA,NA,NA,NA,NA,NA,NA,Grape,Vitis,N,Y,Y,fruit,Y,Food,,NA,Fruits,,,NA,1,Progenitor,1A,Graftstock,,,Disease Resistance (B),Pest Resistance (B),,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,112,2,86,2
Vitis riparia,Manitoba,NA,NA,NA,NA,NA,NA,NA,NA,Grape,Vitis,Y,Y,Y,fruit,Y,Food,,NA,Fruits,,,NA,1,Progenitor,1A,Graftstock,Cold Tolerance (AB),,Disease Resistance (B),Pest Resistance (B),,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,73,1,47,1
Vitis riparia,New Brunswick,NA,NA,NA,NA,NA,NA,NA,NA,Grape,Vitis,Y,Y,Y,fruit,Y,Food,,NA,Fruits,,,NA,1,Progenitor,1A,Graftstock,Cold Tolerance (AB),,Disease Resistance (B),Pest Resistance (B),,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,69,1,56,0
Vitis riparia,Nova Scotia,NA,NA,NA,NA,NA,NA,NA,NA,Grape,Vitis,Y,Y,Y,fruit,Y,Food,,NA,Fruits,,,NA,1,Progenitor,1A,Graftstock,Cold Tolerance (AB),,Disease Resistance (B),Pest Resistance (B),,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,82,3,65,1
Vitis riparia,Ontario,W,PHILIPSBURG,43.420515,-80.720184,1,BG,255,21,Grape,Vitis,Y,Y,Y,fruit,Y,Food,,NA,Fruits,,,NA,1,Progenitor,1A,Graftstock,Cold Tolerance (AB),,Disease Resistance (B),Pest Resistance (B),,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,137,13,91,5
Vitis riparia,Ontario,W,PHILIPSBURG,43.420515,-80.720184,1,BG,255,21,Grape,Vitis,Y,Y,Y,fruit,Y,Food,,NA,Fruits,,,NA,1,Progenitor,1A,Graftstock,Cold Tolerance (AB),,Disease Resistance (B),Pest Resistance (B),,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,137,13,91,5
Vitis riparia,Ontario,W,PHILIPSBURG,43.420515,-80.720184,1,BG,255,21,Grape,Vitis,Y,Y,Y,fruit,Y,Food,,NA,Fruits,,,NA,1,Progenitor,1A,Graftstock,Cold Tolerance (AB),,Disease Resistance (B),Pest Resistance (B),,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,137,13,91,5
Vitis riparia,Ontario,W,PHILIPSBURG,43.420515,-80.720184,1,BG,255,21,Grape,Vitis,Y,Y,Y,fruit,Y,Food,,NA,Fruits,,,NA,1,Progenitor,1A,Graftstock,Cold Tolerance (AB),,Disease Resistance (B),Pest Resistance (B),,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,137,13,91,5
Vitis riparia,Ontario,W,"Pinery Provincial Park, opposite parking",43.248063,-81.822607,1,BG,255,21,Grape,Vitis,Y,Y,Y,fruit,Y,Food,,NA,Fruits,,,NA,1,Progenitor,1A,Graftstock,Cold Tolerance (AB),,Disease Resistance (B),Pest Resistance (B),,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,137,13,91,5
Vitis riparia,Quebec,W,Canada: Québec: Mont St-Grégoire. Viateur Paquin s.n.,45.3382,-73.162511,2,BG,255,21,Grape,Vitis,Y,Y,Y,fruit,Y,Food,,NA,Fruits,,,NA,1,Progenitor,1A,Graftstock,Cold Tolerance (AB),,Disease Resistance (B),Pest Resistance (B),,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,112,2,86,2
Vitis riparia,Quebec,W,Canada: Québec: Knox-Landing. Philippe Blais s.n. 1 Jul 2014.,45.479561,-76.382862,2,BG,255,21,Grape,Vitis,Y,Y,Y,fruit,Y,Food,,NA,Fruits,,,NA,1,Progenitor,1A,Graftstock,Cold Tolerance (AB),,Disease Resistance (B),Pest Resistance (B),,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,112,2,86,2
Vitis riparia,Quebec,NA,NA,45.10490293,-72.80718651,PGRC,G,255,234,Grape,Vitis,Y,Y,Y,fruit,Y,Food,,NA,Fruits,,,NA,1,Progenitor,1A,Graftstock,Cold Tolerance (AB),,Disease Resistance (B),Pest Resistance (B),,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,112,2,86,2
Yucca glauca,Alberta,NA,NA,NA,NA,NA,NA,NA,NA,Yucca,Yucca,Y,N,Y,"hearts, buds",Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020,85,4,60,2
Zizania aquatica,Alberta,NA,NA,NA,NA,NA,NA,NA,NA,Wild-rice,Zizania,N,Y,Y,"wild rice', grains",Y,Food,,NA,Cereals and pseudocereals,,,NA,1,Secondary,1B,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,85,4,60,2
Zizania aquatica,British Columbia,NA,NA,NA,NA,NA,NA,NA,NA,Wild-rice,Zizania,N,Y,Y,"wild rice', grains",Y,Food,,NA,Cereals and pseudocereals,,,NA,1,Secondary,1B,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,138,46,104,36
Zizania aquatica,Manitoba,NA,NA,NA,NA,NA,NA,NA,NA,Wild-rice,Zizania,N,Y,Y,"wild rice', grains",Y,Food,,NA,Cereals and pseudocereals,,,NA,1,Secondary,1B,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,73,1,47,1
Zizania aquatica,Newfoundland and Labrador,NA,NA,NA,NA,NA,NA,NA,NA,Wild-rice,Zizania,N,Y,Y,"wild rice', grains",Y,Food,,NA,Cereals and pseudocereals,,,NA,1,Secondary,1B,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,38,0,34,0
Zizania aquatica,Nova Scotia,NA,NA,NA,NA,NA,NA,NA,NA,Wild-rice,Zizania,N,Y,Y,"wild rice', grains",Y,Food,,NA,Cereals and pseudocereals,,,NA,1,Secondary,1B,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,82,3,65,1
Zizania aquatica,Ontario,NA,NA,NA,NA,NA,NA,NA,NA,Wild-rice,Zizania,N,Y,Y,"wild rice', grains",Y,Food,,NA,Cereals and pseudocereals,,,NA,1,Secondary,1B,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,137,13,91,5
Zizania aquatica,Prince Edward Island,NA,NA,NA,NA,NA,NA,NA,NA,Wild-rice,Zizania,N,Y,Y,"wild rice', grains",Y,Food,,NA,Cereals and pseudocereals,,,NA,1,Secondary,1B,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,45,0,38,0
Zizania aquatica,Quebec,W,"Canada: Québec: MRC Le Haut-Richelieu: Saint-Georges-de-Clarenceville. Marais. 31 m. 45°05'15""N, 73°13'20""W. Bailleul, S.M.; Coursol, F.; Rinfret-Pilon, A s.n. 24 Sep 2013.",45.051,-73.132,2,BG,5,4,Wild-rice,Zizania,N,Y,Y,"wild rice', grains",Y,Food,,NA,Cereals and pseudocereals,,,NA,1,Secondary,1B,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,112,2,86,2
Zizania aquatica,Saskatchewan,NA,NA,NA,NA,NA,NA,NA,NA,Wild-rice,Zizania,N,Y,Y,"wild rice', grains",Y,Food,,NA,Cereals and pseudocereals,,,NA,1,Secondary,1B,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,60,1,42,0
Zizania palustris,Alberta,NA,NA,NA,NA,NA,NA,NA,NA,Wild-rice,Zizania,N,Y,Y,"wild rice', grains",Y,Food,,NA,Cereals and pseudocereals,,,NA,1,Tertiary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,85,4,60,2
Zizania palustris,British Columbia,NA,NA,NA,NA,NA,NA,NA,NA,Wild-rice,Zizania,N,Y,Y,"wild rice', grains",Y,Food,,NA,Cereals and pseudocereals,,,NA,1,Tertiary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,138,46,104,36
Zizania palustris,Manitoba,NA,NA,NA,NA,NA,NA,NA,NA,Wild-rice,Zizania,N,Y,Y,"wild rice', grains",Y,Food,,NA,Cereals and pseudocereals,,,NA,1,Tertiary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,73,1,47,1
Zizania palustris,New Brunswick,NA,NA,NA,NA,NA,NA,NA,NA,Wild-rice,Zizania,N,Y,Y,"wild rice', grains",Y,Food,,NA,Cereals and pseudocereals,,,NA,1,Tertiary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,69,1,56,0
Zizania palustris,Nova Scotia,NA,NA,NA,NA,NA,NA,NA,NA,Wild-rice,Zizania,N,Y,Y,"wild rice', grains",Y,Food,,NA,Cereals and pseudocereals,,,NA,1,Tertiary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,82,3,65,1
Zizania palustris,Ontario,NA,NA,NA,NA,NA,NA,NA,NA,Wild-rice,Zizania,N,Y,Y,"wild rice', grains",Y,Food,,NA,Cereals and pseudocereals,,,NA,1,Tertiary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,137,13,91,5
Zizania palustris,Prince Edward Island,NA,NA,NA,NA,NA,NA,NA,NA,Wild-rice,Zizania,N,Y,Y,"wild rice', grains",Y,Food,,NA,Cereals and pseudocereals,,,NA,1,Tertiary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,45,0,38,0
Zizania palustris,Quebec,W,"Canada: Québec: MRC Roussillon: Châteauguay, île Saint-Bernard. Marais. 21 m. 45°23'24.48""N, 73°45'56.61""W. Bailleul, S.M.; Coursol, F. s.n. 12 Sep 2017.",45.2324,-73.4556,2,BG,1,1,Wild-rice,Zizania,N,Y,Y,"wild rice', grains",Y,Food,,NA,Cereals and pseudocereals,,,NA,1,Tertiary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,112,2,86,2
Zizania palustris var. interior,Manitoba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,1,47,1
Zizania palustris var. interior,New Brunswick,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,1,56,0
Zizania palustris var. interior,Nova Scotia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,3,65,1
Zizania palustris var. interior,Ontario,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137,13,91,5
Zizania palustris var. interior,Quebec,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,2,86,2
Zizania palustris var. interior,Saskatchewan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,1,42,0
NA,Alberta,NA,Hinton,53.41667,-117.75,PGRC,G,440,386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,4,60,2
NA,Alberta,NA,Fort McMurray,56.5,-112.1667,PGRC,G,440,386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,4,60,2
NA,Alberta,NA,Rocky Mountain House,52.55,-115.9333,PGRC,G,440,386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,4,60,2
NA,Alberta,NA,Wandering River,55.33333,-112.5,PGRC,G,440,386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,4,60,2
NA,Alberta,NA,Edson,53.58333,-116.5,PGRC,G,440,386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,4,60,2
NA,Alberta,NA,Nordegg,52.18333,-116,PGRC,G,440,386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,4,60,2
NA,Alberta,NA,Fort Assiniboine,54.5,-114.8333,PGRC,G,440,386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,4,60,2
NA,Alberta,NA,Fort Assiniboine,54.5,-114.8333,PGRC,G,440,386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,4,60,2
NA,British Columbia,NA,Ainslie Creek,50.03333,-121.3667,PGRC,G,440,386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138,46,104,36
NA,British Columbia,NA,Cedar,49.11666,-123.8667,PGRC,G,440,386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138,46,104,36
NA,British Columbia,NA,Cache Creek,50.98333,-121.4667,PGRC,G,440,386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138,46,104,36
NA,British Columbia,NA,Bobtail,53.95,-123.4667,PGRC,G,440,386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138,46,104,36
NA,British Columbia,NA,Iskut,57.88334,-130,PGRC,G,440,386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138,46,104,36
NA,British Columbia,NA,Houston,54.48333,-126.2167,PGRC,G,440,386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138,46,104,36
NA,British Columbia,NA,Dease Lake,58.53333,-130,PGRC,G,440,386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138,46,104,36
NA,British Columbia,NA,Sproat Lake,49.3,-125.0667,PGRC,G,440,386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138,46,104,36
NA,British Columbia,NA,Roberts Lake,50.21667,-125.5,PGRC,G,440,386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138,46,104,36
NA,British Columbia,NA,Phoenix,49.08333,-118.5833,PGRC,G,440,386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138,46,104,36
NA,British Columbia,NA,Dease Lake,58.75,-130.05,PGRC,G,440,386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138,46,104,36
NA,British Columbia,NA,Green Mountain,49.05,-124.35,PGRC,G,440,386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138,46,104,36
NA,British Columbia,NA,Galena Bay,50.58333,-117.8667,PGRC,G,440,386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138,46,104,36
NA,British Columbia,NA,Hope Slide,49.26667,-121.25,PGRC,G,440,386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138,46,104,36
NA,British Columbia,NA,Cold Creek,50.81667,-120.1167,PGRC,G,440,386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138,46,104,36
